,old,new,nbDiffs_ADD,nbDiffs_DEL,nbDiffs_CHG,nbDiffs,nb_diffParam_ADD,nb_diffParam_DEL,nb_diffParam_CHG,nb_diffParam,nb_notSubst_diffParam,nb_Subst_diffParam,nb_diffSign_ADD,nb_diffSign_DEL,nb_diffSign_CHG,nb_diffSign,nb_notSubst_diffSign,nb_Subst_diffSign,nb_diffIntType_ADD,nb_diffIntType_DEL,nb_diffIntType_CHG,nb_diffIntType,nb_notSubst_diffIntType,nb_Subst_diffIntType,nb_diffInt_ADD,nb_diffInt_DEL,nb_diffInt_CHG,nb_diffInt,nb_notSubst_diffInt,nb_Subst_diffInt,nb_diffCompType_ADD,nb_diffCompType_DEL,nb_diffCompType_CHG,nb_diffCompType,nb_notSubst_diffCompType,nb_Subst_diffCompType,nb_diffCompInst_ADD,nb_diffCompInst_DEL,nb_diffCompInst_CHG,nb_diffCompInst,nb_notSubst_diffCompInst,nb_Subst_diffCompInst,nb_diffCompClass_ADD,nb_diffCompClass_DEL,nb_diffCompClass_CHG,nb_diffCompClass,nb_notSubst_diffCompClass,nb_Subst_diffCompClass,nb_diffAttr_ADD,nb_diffAttr_DEL,nb_diffAttr_CHG,nb_diffAttr,nb_notSubst_diffAttr,nb_Subst_diffAttr,nb_diffCompRole_ADD,nb_diffCompRole_DEL,nb_diffCompRole_CHG,nb_diffCompRole,nb_notSubst_diffCompRole,nb_Subst_diffCompRole,nb_diffAssm_ADD,nb_diffAssm_DEL,nb_diffAssm_CHG,nb_diffAssm,nb_notSubst_diffAssm,nb_Subst_diffAssm,nb_diffConfig_ADD,nb_diffConfig_DEL,nb_diffConfig_CHG,nb_diffConfig,nb_notSubst_diffConfig,nb_Subst_diffConfig,nb_diffSpec_ADD,nb_diffSpec_DEL,nb_diffSpec_CHG,nb_diffSpec,nb_notSubst_diffSpec,nb_Subst_diffSpec,shoulBeSubstitutable,isSubstitutable,actualIncrement,proposedIncrement,isSubjectToErosion,isSubjectToDrift
0,broadleaf-3.0.0-BETA1,broadleaf-3.0.0-BETA2,413,114,276,822,115,8,0,123,115,8,219,26,0,245,137,108,8,3,78,95,13,0,56,33,177,277,30,65,4,1,5,10,1,4,4,2,50,56,2,4,4,1,30,40,3,4,0,0,0,0,0,0,8,2,14,24,2,8,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
1,broadleaf-3.0.0-BETA2,broadleaf-3.0.0-BETA3,18,285,218,569,2,42,0,44,2,42,4,61,0,65,63,2,0,6,142,164,19,0,6,142,189,369,170,6,1,7,8,16,7,1,0,8,2,10,8,0,1,7,15,36,18,1,0,0,0,0,0,0,2,14,4,20,14,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
2,broadleaf-3.0.0-BETA3,broadleaf-3.0.0-GA,581,810,628,2399,166,264,0,430,166,264,121,224,0,603,317,30,24,20,392,479,62,0,204,232,523,1045,296,177,16,14,32,62,16,14,15,25,18,59,27,13,16,16,51,115,28,14,0,0,0,0,0,0,32,30,4,66,32,30,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
3,broadleaf-3.0.0-GA,broadleaf-3.0.0-GA-ETS-SPRING-4-M1,174,91,156,610,47,22,0,69,47,22,80,27,0,245,70,37,1,0,32,50,6,0,18,15,91,158,32,17,4,3,7,14,4,3,1,1,8,10,1,1,3,3,38,58,9,2,0,0,0,0,0,0,8,7,12,27,8,7,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
4,broadleaf-3.0.0-GA-ETS-SPRING-4-M1,broadleaf-3.0.0-GA-ETS-SPRING-4-M2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.BUILD,False,False
5,broadleaf-3.0.0-GA-ETS-SPRING-4-M2,broadleaf-3.0.1-GA,92,394,236,794,23,107,0,130,23,107,27,174,0,214,195,7,0,6,72,99,18,0,15,63,153,273,87,18,3,6,9,19,7,2,1,11,10,23,11,1,3,5,50,69,12,2,0,0,0,0,0,0,7,12,14,34,13,6,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
6,broadleaf-3.0.1-GA,broadleaf-3.0.2-GA,6,650,159,1097,1,383,0,384,1,383,0,153,0,365,154,0,0,7,69,98,11,0,0,76,114,234,80,4,0,5,5,10,5,0,0,6,20,26,6,0,0,5,14,39,8,0,0,0,0,0,0,0,0,10,6,16,10,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
7,broadleaf-3.0.10-GA,broadleaf-3.0.11-GA,3,116,28,156,2,53,0,55,2,53,1,41,0,42,42,0,0,2,12,16,4,0,0,14,20,38,14,4,0,1,1,2,1,0,0,1,2,3,1,0,0,1,3,6,3,0,0,0,0,0,0,0,0,2,2,4,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
8,broadleaf-3.0.11-GA,broadleaf-3.0.12-GA,6,14,0,252,6,11,0,17,6,11,0,3,0,188,9,0,0,0,0,16,3,0,0,0,0,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
9,broadleaf-3.0.12-GA,broadleaf-3.0.13-GA,0,34,17,54,0,6,0,6,0,6,0,8,0,8,8,0,0,3,12,15,3,0,0,15,15,30,15,0,0,1,1,2,1,0,0,1,0,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
10,broadleaf-3.0.13-GA,broadleaf-3.0.14-GA,0,1,0,203,0,1,0,1,0,1,0,0,0,164,0,0,0,0,0,13,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.MINOR,False,True
11,broadleaf-3.0.14-GA,broadleaf-3.0.15-GA,1,1,0,270,1,1,0,2,1,1,0,0,0,212,1,0,0,0,0,19,1,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
12,broadleaf-3.0.15-GA,broadleaf-3.0.16-GA,2,174,76,536,2,32,0,34,2,32,0,65,0,289,67,0,0,6,56,82,8,0,0,62,70,172,66,0,0,3,3,6,3,0,0,3,0,3,3,0,0,3,3,23,5,0,0,0,0,0,0,0,0,6,0,6,6,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
13,broadleaf-3.0.16-GA,broadleaf-3.1.0-ALPHA1,1327,1244,1076,4000,578,485,0,1063,578,485,408,280,0,874,551,145,24,24,562,658,57,0,244,350,898,1587,411,201,13,20,33,70,21,12,23,20,62,130,21,22,13,20,61,126,28,12,0,0,0,0,0,0,26,40,22,93,41,25,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.MINOR,Increment.MAJOR,True,False
14,broadleaf-3.0.2-GA,broadleaf-3.0.3-GA,0,17,0,380,0,15,0,15,0,15,0,2,0,299,2,0,0,0,0,22,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
15,broadleaf-3.0.3-GA,broadleaf-3.0.4-GA,1063,69,428,1792,444,23,0,467,444,23,240,28,0,452,247,21,18,1,277,313,19,0,283,13,362,690,32,264,16,1,17,34,1,16,16,1,32,49,1,16,16,1,17,47,1,16,0,0,0,0,0,0,32,2,0,34,2,32,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
16,broadleaf-3.0.4-GA,broadleaf-3.0.5-GA,1,0,0,572,1,0,0,1,1,0,0,0,0,466,1,0,0,0,0,37,1,0,0,0,0,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,True
17,broadleaf-3.0.5-GA,broadleaf-3.0.6-GA,82,35,65,586,24,11,0,35,24,11,13,20,0,321,37,0,4,0,28,68,14,0,29,3,48,152,35,17,2,0,2,7,0,2,2,1,4,11,1,2,2,0,7,40,7,2,0,0,0,0,0,0,4,0,4,11,0,4,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,True,False,Increment.BUILD,Increment.MAJOR,False,False
18,broadleaf-3.0.6-GA,broadleaf-3.0.7-GA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.MINOR,False,True
19,broadleaf-3.0.7-GA,broadleaf-3.0.8-GA,0,0,0,212,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,13,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.MINOR,False,True
20,broadleaf-3.0.8-GA,broadleaf-3.0.9-GA,1,0,0,209,1,0,0,1,1,0,0,0,0,170,1,0,0,0,0,13,1,0,0,0,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,True
21,broadleaf-3.0.9-GA,broadleaf-3.0.10-GA,0,2,0,262,0,2,0,2,0,2,0,0,0,204,0,0,0,0,0,19,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.MINOR,False,True
22,broadleaf-3.1.0-ALPHA1,broadleaf-3.1.0-ALPHA2,272,3428,1775,5810,44,1500,0,1544,44,1500,65,852,0,1090,888,32,5,61,754,872,96,0,111,709,1339,2262,730,148,2,41,43,88,41,2,13,88,204,309,97,4,2,41,167,255,59,2,0,0,0,0,0,0,4,82,22,110,82,4,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
23,broadleaf-3.1.0-ALPHA2,broadleaf-3.1.0-M1,1485,775,870,3823,617,296,0,913,617,296,411,280,0,1169,615,81,21,14,416,528,59,0,313,134,661,1257,201,298,18,7,25,53,8,17,19,16,64,103,16,19,18,7,102,179,26,17,0,0,0,0,0,0,36,14,18,72,15,35,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
24,broadleaf-3.1.0-GA,broadleaf-3.1.1-GA,31,489,96,1134,15,195,0,210,15,195,16,208,0,619,211,14,0,6,46,95,9,0,0,52,71,209,55,3,0,5,5,10,5,0,0,8,12,20,8,0,0,5,8,47,7,0,0,0,0,0,0,0,0,10,0,10,10,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
25,broadleaf-3.1.0-M1,broadleaf-3.1.0-M2,39,506,146,911,22,125,0,147,22,125,17,231,0,398,243,5,0,14,103,141,19,0,0,117,131,296,127,0,0,6,6,12,6,0,0,9,0,9,9,0,0,6,9,34,9,0,0,0,0,0,0,0,0,12,0,12,12,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
26,broadleaf-3.1.0-M2,broadleaf-3.1.0-M2-1,0,1,0,5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
27,broadleaf-3.1.0-M2-1,broadleaf-3.1.0-M2-2,1,52,31,432,1,11,0,12,1,11,0,10,0,287,11,0,0,2,17,43,3,0,0,19,23,90,20,1,0,2,2,4,2,0,0,2,4,6,2,0,0,2,2,24,3,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
28,broadleaf-3.1.0-M2-10,broadleaf-3.1.0-M2-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.BUILD,False,False
29,broadleaf-3.1.0-M2-11,broadleaf-3.1.0-M2-12,0,0,0,189,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,13,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.MINOR,False,True
30,broadleaf-3.1.0-M2-12,broadleaf-3.1.0-M2-13,0,1,0,187,0,1,0,1,0,1,0,0,0,145,0,0,0,0,0,14,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.MINOR,False,True
31,broadleaf-3.1.0-M2-13,broadleaf-3.1.0-M2-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.BUILD,False,False
32,broadleaf-3.1.0-M2-14,broadleaf-3.1.0-M2-15,0,14,0,202,0,5,0,5,0,5,0,9,0,151,9,0,0,0,0,16,3,0,0,0,0,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
33,broadleaf-3.1.0-M2-15,broadleaf-3.1.0-M2-16,3,0,0,334,3,0,0,3,3,0,0,0,0,267,3,0,0,0,0,22,2,0,0,0,0,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,True
34,broadleaf-3.1.0-M2-16,broadleaf-3.1.0-GA,1966,785,1937,5264,462,193,0,655,462,193,522,288,0,1217,624,186,34,17,863,971,65,0,684,230,1552,2584,372,570,23,13,36,72,16,20,93,14,204,312,57,50,23,13,133,215,25,20,0,0,0,0,0,0,46,26,12,85,29,43,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
35,broadleaf-3.1.0-M2-2,broadleaf-3.1.0-M2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.BUILD,False,False
36,broadleaf-3.1.0-M2-3,broadleaf-3.1.0-M2-4,0,1,0,182,0,1,0,1,0,1,0,0,0,140,0,0,0,0,0,14,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.MINOR,False,True
37,broadleaf-3.1.0-M2-4,broadleaf-3.1.0-M2-5,0,1,0,195,0,1,0,1,0,1,0,0,0,153,0,0,0,0,0,14,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.MINOR,False,True
38,broadleaf-3.1.0-M2-5,broadleaf-3.1.0-M2-6,1,0,0,196,1,0,0,1,1,0,0,0,0,160,1,0,0,0,0,12,1,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,True
39,broadleaf-3.1.0-M2-6,broadleaf-3.1.0-M2-7,1,1,0,516,1,1,0,2,1,1,0,0,0,413,1,0,0,0,0,36,1,0,0,0,0,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
40,broadleaf-3.1.0-M2-7,broadleaf-3.1.0-M2-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.BUILD,False,False
41,broadleaf-3.1.0-M2-8,broadleaf-3.1.0-M2-9,1,34,17,353,1,6,0,7,1,6,0,8,0,246,9,0,0,3,12,36,4,0,0,15,15,72,17,0,0,1,1,2,1,0,0,1,0,1,1,0,0,1,1,20,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
42,broadleaf-3.1.0-M2-9,broadleaf-3.1.0-M2-10,27,52,42,302,4,8,0,12,4,8,6,13,0,163,17,2,2,3,30,47,5,0,13,22,37,96,25,11,1,2,3,6,2,1,0,1,0,1,1,0,1,2,2,15,3,1,0,0,0,0,0,0,2,4,0,6,4,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
43,broadleaf-3.1.1-GA,broadleaf-3.1.2-GA,78,93,45,547,27,19,0,46,27,19,36,43,0,332,66,13,2,2,30,61,10,0,10,24,39,127,38,8,1,1,2,4,1,1,1,3,0,4,3,1,1,1,4,27,4,1,0,0,0,0,0,0,2,2,0,4,2,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
44,broadleaf-3.1.10-GA,broadleaf-3.1.11-GA,0,1,0,198,0,1,0,1,0,1,0,0,0,156,0,0,0,0,0,14,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.MINOR,False,True
45,broadleaf-3.1.11-GA,broadleaf-3.1.12-GA,5,173,76,452,3,31,0,34,3,31,2,65,0,222,68,1,0,6,56,76,7,0,0,62,70,160,64,0,0,3,3,6,3,0,0,3,0,3,3,0,0,3,3,18,4,0,0,0,0,0,0,0,0,6,0,6,6,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
46,broadleaf-3.1.12-GA,broadleaf-3.1.13-GA,3,5,0,895,3,5,0,8,3,5,0,0,0,719,3,0,0,0,0,62,3,0,0,0,0,124,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
47,broadleaf-3.1.13-GA,broadleaf-3.1.14-GA,5,6,0,899,5,5,0,10,5,5,0,1,0,719,6,0,0,0,0,62,4,0,0,0,0,124,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
48,broadleaf-3.1.14-GA,broadleaf-3.1.15-GA,3,1,0,308,3,1,0,4,3,1,0,0,0,243,3,0,0,0,0,21,3,0,0,0,0,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
49,broadleaf-3.1.15-GA,broadleaf-3.2.0-M1-1,463,154,306,1729,122,34,0,156,122,34,151,53,0,798,143,70,15,2,178,272,26,0,144,51,256,605,92,121,7,2,9,19,2,7,8,3,14,26,3,8,7,2,21,82,9,7,0,0,0,0,0,0,14,4,6,25,4,14,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.MINOR,Increment.MAJOR,True,False
50,broadleaf-3.1.2-GA,broadleaf-3.1.3-GA,24,212,181,749,3,62,0,65,3,62,1,70,0,315,72,0,0,4,38,71,14,0,0,42,90,190,61,1,0,3,3,6,3,0,0,4,84,89,4,0,0,3,4,30,10,0,0,0,0,0,0,0,0,6,0,6,6,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
51,broadleaf-3.1.3-GA,broadleaf-3.1.4-GA,4,15,0,229,4,12,0,16,4,12,0,3,0,156,7,0,0,0,0,18,2,0,0,0,0,36,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,True,False,Increment.BUILD,Increment.MAJOR,True,False
52,broadleaf-3.1.4-GA,broadleaf-3.1.5-GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.BUILD,False,False
53,broadleaf-3.1.5-GA,broadleaf-3.1.6-GA,2,34,17,474,2,6,0,8,2,6,0,8,0,336,10,0,0,3,12,47,5,0,0,15,15,94,19,0,0,1,1,2,1,0,0,1,0,1,1,0,0,1,1,28,3,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
54,broadleaf-3.1.6-GA,broadleaf-3.1.7-GA,0,5,0,491,0,3,0,3,0,3,0,2,0,376,2,0,0,0,0,40,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
55,broadleaf-3.1.7-GA,broadleaf-3.1.8-GA,0,4,0,210,0,0,0,0,0,0,0,4,0,162,4,0,0,0,0,17,4,0,0,0,0,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
56,broadleaf-3.1.8-GA,broadleaf-3.1.9-GA,1,114,49,680,1,48,0,49,1,48,0,25,0,423,26,0,0,3,24,69,5,0,0,27,37,148,27,4,0,2,2,4,2,0,0,2,4,6,2,0,0,2,4,37,4,0,0,0,0,0,0,0,0,4,2,6,4,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
57,broadleaf-3.1.9-GA,broadleaf-3.1.10-GA,2,43,52,600,1,6,0,7,1,6,1,8,0,391,9,1,0,1,21,65,4,0,0,22,39,147,24,4,0,0,0,0,0,0,0,1,4,5,1,0,0,0,5,37,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,True,False,Increment.BUILD,Increment.MAJOR,True,False
58,broadleaf-3.2.0-M1-1,broadleaf-3.2.0-M2,50,1046,537,1943,8,243,0,251,8,243,5,386,0,541,394,3,0,30,288,376,72,0,13,305,426,860,388,21,3,18,21,43,19,2,1,17,18,37,17,1,3,18,54,113,48,2,0,0,0,0,0,0,6,36,18,61,37,5,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
59,broadleaf-3.2.0-M2,broadleaf-4.0.0-BETA3,79,847,398,2213,19,232,0,251,19,232,33,297,0,934,316,16,2,9,308,403,31,0,22,297,386,877,339,20,1,4,5,10,4,1,1,4,2,10,4,1,1,4,5,116,17,1,0,0,0,0,0,0,2,8,0,11,8,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.MINOR,Increment.MAJOR,False,False
